Transaction_ID,Date,Product,Category,Region,Channel,Customer_ID,Quantity,Unit_Price,Discount_%,Revenue,Cost,Profit
TXN_001214,2026-03-15 18:38:48.038996,Laptop Pro,Electronics,Europe,Mobile App,CUST_0018,2,1200.0,0.0,2400.0,1600,800.0
TXN_001215,2025-12-29 18:38:48.038996,"Monitor 27""",Electronics,Europe,Website,CUST_0466,1,237.5,5.0,237.5,180,57.5
TXN_001216,2026-03-07 18:38:48.038996,Noise Cancelling Headphones,Audio,North America,Website,CUST_0410,1,150.0,0.0,150.0,80,70.0
TXN_001217,2026-03-15 18:38:48.038996,Wireless Mouse,Accessories,Europe,Website,CUST_0164,2,23.75,5.0,47.5,24,23.5
TXN_001218,2026-02-08 18:38:48.038996,"Monitor 27""",Electronics,North America,Marketplace,CUST_0167,4,250.0,0.0,1000.0,720,280.0
TXN_001219,2025-12-08 18:38:48.038996,USB-C Hub,Accessories,Europe,Social Media,CUST_0238,4,35.0,0.0,140.0,72,68.0
TXN_001220,2026-03-19 18:38:48.038996,Desk Lamp,Accessories,South America,Mobile App,CUST_0275,1,34.0,15.0,34.0,20,14.0
TXN_001221,2026-01-07 18:38:48.038996,Desk Lamp,Accessories,Europe,Mobile App,CUST_0113,3,38.0,5.0,114.0,60,54.0
TXN_001222,2026-02-23 18:38:48.038996,Phone Case,Accessories,North America,Mobile App,CUST_0334,4,14.25,5.0,57.0,20,37.0
TXN_001223,2026-02-05 18:38:48.038996,Laptop Pro,Electronics,Asia Pacific,Website,CUST_0462,4,1200.0,0.0,4800.0,3200,1600.0
TXN_001224,2026-04-02 18:38:48.038996,Laptop Pro,Electronics,Europe,Mobile App,CUST_0343,4,1200.0,0.0,4800.0,3200,1600.0
TXN_001225,2026-02-11 18:38:48.038996,Wireless Mouse,Accessories,North America,Website,CUST_0454,4,20.0,20.0,80.0,48,32.0
TXN_001226,2025-11-25 18:38:48.038996,Noise Cancelling Headphones,Audio,South America,Marketplace,CUST_0237,1,150.0,0.0,150.0,80,70.0
TXN_001227,2026-02-24 18:38:48.038996,Wireless Mouse,Accessories,Asia Pacific,Website,CUST_0125,3,25.0,0.0,75.0,36,39.0
TXN_001228,2025-12-03 18:38:48.038996,Smart Watch,Wearables,North America,Mobile App,CUST_0246,3,200.0,0.0,600.0,360,240.0
TXN_001229,2025-12-12 18:38:48.038996,USB-C Hub,Accessories,North America,Website,CUST_0268,2,33.25,5.0,66.5,36,30.5
TXN_001230,2026-03-01 18:38:48.038996,USB-C Hub,Accessories,North America,Mobile App,CUST_0146,1,33.25,5.0,33.25,18,15.25
TXN_001231,2026-03-14 18:38:48.038996,"Tablet 10""",Electronics,South America,Mobile App,CUST_0489,2,350.0,0.0,700.0,400,300.0
TXN_001232,2025-10-28 18:38:48.038996,Mechanical Keyboard,Accessories,Europe,Mobile App,CUST_0056,3,80.0,0.0,240.0,120,120.0
TXN_001233,2026-01-30 18:38:48.038996,USB-C Hub,Accessories,Asia Pacific,Website,CUST_0057,2,35.0,0.0,70.0,36,34.0
TXN_001234,2026-03-05 18:38:48.038996,Wireless Mouse,Accessories,Europe,Mobile App,CUST_0002,4,25.0,0.0,100.0,48,52.0
TXN_001235,2025-11-25 18:38:48.038996,Phone Case,Accessories,North America,Website,CUST_0133,3,15.0,0.0,45.0,15,30.0
TXN_001236,2026-02-10 18:38:48.038996,Laptop Pro,Electronics,Asia Pacific,Mobile App,CUST_0061,3,1200.0,0.0,3600.0,2400,1200.0
TXN_001237,2025-12-20 18:38:48.038996,Desk Lamp,Accessories,Asia Pacific,Website,CUST_0286,2,40.0,0.0,80.0,40,40.0
TXN_001238,2025-10-27 18:38:48.038996,USB-C Hub,Accessories,North America,Website,CUST_0351,3,29.75,15.0,89.25,54,35.25
TXN_001239,2025-11-06 18:38:48.038996,Smart Watch,Wearables,South America,Website,CUST_0422,2,170.0,15.0,340.0,240,100.0
TXN_001240,2025-12-27 18:38:48.038996,Mechanical Keyboard,Accessories,North America,Mobile App,CUST_0337,2,80.0,0.0,160.0,80,80.0
TXN_001241,2025-11-24 18:38:48.038996,Desk Lamp,Accessories,Asia Pacific,Website,CUST_0138,3,36.0,10.0,108.0,60,48.0
TXN_001242,2026-04-06 18:38:48.038996,Phone Case,Accessories,Asia Pacific,Mobile App,CUST_0416,2,14.25,5.0,28.5,10,18.5
TXN_001243,2025-12-08 18:38:48.038996,Phone Case,Accessories,North America,Website,CUST_0376,3,15.0,0.0,45.0,15,30.0
TXN_001244,2026-01-12 18:38:48.038996,"Tablet 10""",Electronics,Europe,Marketplace,CUST_0129,1,350.0,0.0,350.0,200,150.0
TXN_001245,2026-01-21 18:38:48.038996,Desk Lamp,Accessories,South America,Website,CUST_0105,4,38.0,5.0,152.0,80,72.0
TXN_001246,2026-01-27 18:38:48.038996,Power Bank,Electronics,North America,Website,CUST_0048,2,30.0,0.0,60.0,30,30.0
TXN_001247,2025-10-29 18:38:48.038996,Laptop Pro,Electronics,South America,Marketplace,CUST_0165,1,1200.0,0.0,1200.0,800,400.0
TXN_001248,2025-12-14 18:38:48.038996,Smart Watch,Wearables,North America,Social Media,CUST_0286,3,200.0,0.0,600.0,360,240.0
TXN_001249,2026-01-03 18:38:48.038996,Power Bank,Electronics,South America,Website,CUST_0132,1,30.0,0.0,30.0,15,15.0
TXN_001250,2026-01-10 18:38:48.038996,Wireless Mouse,Accessories,South America,Mobile App,CUST_0176,1,22.5,10.0,22.5,12,10.5
TXN_001251,2025-11-10 18:38:48.038996,Mechanical Keyboard,Accessories,South America,Mobile App,CUST_0321,2,76.0,5.0,152.0,80,72.0
TXN_001252,2026-02-01 18:38:48.038996,Mechanical Keyboard,Accessories,Europe,Website,CUST_0406,4,80.0,0.0,320.0,160,160.0
TXN_001253,2025-12-23 18:38:48.038996,Smart Watch,Wearables,North America,Mobile App,CUST_0105,2,200.0,0.0,400.0,240,160.0
TXN_001254,2025-10-22 18:38:48.038996,Desk Lamp,Accessories,North America,Mobile App,CUST_0188,2,40.0,0.0,80.0,40,40.0
TXN_001255,2026-03-31 18:38:48.038996,Phone Case,Accessories,Middle East,Website,CUST_0335,4,15.0,0.0,60.0,20,40.0
TXN_001256,2025-11-30 18:38:48.038996,"Monitor 27""",Electronics,South America,Mobile App,CUST_0470,4,250.0,0.0,1000.0,720,280.0
TXN_001257,2026-01-25 18:38:48.038996,Webcam HD,Electronics,Asia Pacific,Mobile App,CUST_0338,2,60.0,0.0,120.0,70,50.0
TXN_001258,2025-10-14 18:38:48.038996,Noise Cancelling Headphones,Audio,Europe,Mobile App,CUST_0188,1,150.0,0.0,150.0,80,70.0
TXN_001259,2026-01-08 18:38:48.038996,"Tablet 10""",Electronics,South America,Marketplace,CUST_0033,2,350.0,0.0,700.0,400,300.0
TXN_001260,2025-10-23 18:38:48.038996,Webcam HD,Electronics,North America,Website,CUST_0133,4,60.0,0.0,240.0,140,100.0
TXN_001261,2025-11-10 18:38:48.038996,Noise Cancelling Headphones,Audio,North America,Website,CUST_0369,2,150.0,0.0,300.0,160,140.0
TXN_001262,2026-03-01 18:38:48.038996,Desk Lamp,Accessories,North America,Mobile App,CUST_0123,4,36.0,10.0,144.0,80,64.0
TXN_001263,2025-10-23 18:38:48.038996,Smart Watch,Wearables,North America,Website,CUST_0197,2,200.0,0.0,400.0,240,160.0
TXN_001264,2026-03-07 18:38:48.038996,Power Bank,Electronics,Asia Pacific,Mobile App,CUST_0293,1,30.0,0.0,30.0,15,15.0
TXN_001265,2025-12-06 18:38:48.038996,Phone Case,Accessories,South America,Marketplace,CUST_0215,4,15.0,0.0,60.0,20,40.0
TXN_001266,2025-11-25 18:38:48.038996,Phone Case,Accessories,Middle East,Website,CUST_0130,2,15.0,0.0,30.0,10,20.0
TXN_001267,2026-01-27 18:38:48.038996,Desk Lamp,Accessories,Middle East,Website,CUST_0306,1,40.0,0.0,40.0,20,20.0
TXN_001268,2026-04-03 18:38:48.038996,Smart Watch,Wearables,South America,Mobile App,CUST_0147,3,200.0,0.0,600.0,360,240.0
TXN_001269,2026-03-01 18:38:48.038996,"Monitor 27""",Electronics,North America,Mobile App,CUST_0338,1,237.5,5.0,237.5,180,57.5
TXN_001270,2026-01-19 18:38:48.038996,Phone Case,Accessories,Europe,Website,CUST_0159,2,15.0,0.0,30.0,10,20.0
TXN_001271,2025-12-22 18:38:48.038996,USB-C Hub,Accessories,North America,Social Media,CUST_0145,3,31.5,10.0,94.5,54,40.5
TXN_001272,2025-12-22 18:38:48.038996,Power Bank,Electronics,Asia Pacific,Social Media,CUST_0075,4,30.0,0.0,120.0,60,60.0
TXN_001273,2025-12-08 18:38:48.038996,Webcam HD,Electronics,South America,Marketplace,CUST_0426,1,60.0,0.0,60.0,35,25.0
TXN_001274,2025-11-29 18:38:48.038996,"Tablet 10""",Electronics,North America,Mobile App,CUST_0156,1,350.0,0.0,350.0,200,150.0
TXN_001275,2025-11-13 18:38:48.038996,"Monitor 27""",Electronics,North America,Website,CUST_0315,1,250.0,0.0,250.0,180,70.0
TXN_001276,2026-01-17 18:38:48.038996,Webcam HD,Electronics,Asia Pacific,Website,CUST_0105,1,60.0,0.0,60.0,35,25.0
TXN_001277,2026-02-22 18:38:48.038996,Mechanical Keyboard,Accessories,South America,Website,CUST_0270,2,80.0,0.0,160.0,80,80.0
TXN_001278,2026-03-07 18:38:48.038996,Mechanical Keyboard,Accessories,Europe,Mobile App,CUST_0451,1,64.0,20.0,64.0,40,24.0
TXN_001279,2025-10-27 18:38:48.038996,Wireless Mouse,Accessories,Europe,Website,CUST_0104,2,22.5,10.0,45.0,24,21.0
TXN_001280,2026-03-20 18:38:48.038996,"Tablet 10""",Electronics,North America,Website,CUST_0220,4,332.5,5.0,1330.0,800,530.0
TXN_001281,2026-01-07 18:38:48.038996,Laptop Pro,Electronics,North America,Marketplace,CUST_0009,2,1020.0,15.0,2040.0,1600,440.0
TXN_001282,2026-03-27 18:38:48.038996,Power Bank,Electronics,South America,Mobile App,CUST_0110,3,27.0,10.0,81.0,45,36.0
TXN_001283,2025-10-17 18:38:48.038996,Power Bank,Electronics,Europe,Website,CUST_0094,4,25.5,15.0,102.0,60,42.0
TXN_001284,2026-01-12 18:38:48.038996,"Monitor 27""",Electronics,South America,Marketplace,CUST_0139,1,237.5,5.0,237.5,180,57.5
TXN_001285,2025-10-17 18:38:48.038996,Desk Lamp,Accessories,North America,Marketplace,CUST_0410,2,38.0,5.0,76.0,40,36.0
TXN_001286,2025-11-21 18:38:48.038996,Desk Lamp,Accessories,North America,Website,CUST_0369,1,40.0,0.0,40.0,20,20.0
TXN_001287,2025-11-10 18:38:48.038996,"Monitor 27""",Electronics,North America,Marketplace,CUST_0205,2,250.0,0.0,500.0,360,140.0
TXN_001288,2026-03-04 18:38:48.038996,USB-C Hub,Accessories,North America,Website,CUST_0152,2,35.0,0.0,70.0,36,34.0
TXN_001289,2025-11-29 18:38:48.038996,Wireless Mouse,Accessories,North America,Social Media,CUST_0244,3,25.0,0.0,75.0,36,39.0
TXN_001290,2026-01-05 18:38:48.038996,Power Bank,Electronics,Asia Pacific,Marketplace,CUST_0491,1,30.0,0.0,30.0,15,15.0
TXN_001291,2025-11-15 18:38:48.038996,Power Bank,Electronics,South America,Marketplace,CUST_0092,2,28.5,5.0,57.0,30,27.0
TXN_001292,2026-01-15 18:38:48.038996,Laptop Pro,Electronics,South America,Mobile App,CUST_0271,4,1200.0,0.0,4800.0,3200,1600.0
TXN_001293,2025-12-16 18:38:48.038996,Webcam HD,Electronics,Europe,Marketplace,CUST_0428,3,60.0,0.0,180.0,105,75.0
TXN_001294,2025-12-04 18:38:48.038996,Webcam HD,Electronics,North America,Mobile App,CUST_0150,4,57.0,5.0,228.0,140,88.0
TXN_001295,2025-11-07 18:38:48.038996,"Tablet 10""",Electronics,Asia Pacific,Website,CUST_0055,1,350.0,0.0,350.0,200,150.0
TXN_001296,2025-10-29 18:38:48.038996,Webcam HD,Electronics,North America,Social Media,CUST_0271,1,60.0,0.0,60.0,35,25.0
TXN_001297,2026-01-23 18:38:48.038996,Webcam HD,Electronics,South America,Mobile App,CUST_0361,2,51.0,15.0,102.0,70,32.0
TXN_001298,2025-12-01 18:38:48.038996,Noise Cancelling Headphones,Audio,Europe,Website,CUST_0283,3,135.0,10.0,405.0,240,165.0
TXN_001299,2025-12-23 18:38:48.038996,Mechanical Keyboard,Accessories,North America,Mobile App,CUST_0483,3,80.0,0.0,240.0,120,120.0
TXN_001300,2025-12-28 18:38:48.038996,USB-C Hub,Accessories,North America,Website,CUST_0041,3,33.25,5.0,99.75,54,45.75
TXN_001301,2025-11-05 18:38:48.038996,Noise Cancelling Headphones,Audio,North America,Website,CUST_0013,4,150.0,0.0,600.0,320,280.0
TXN_001302,2025-12-16 18:38:48.038996,USB-C Hub,Accessories,North America,Marketplace,CUST_0402,3,29.75,15.0,89.25,54,35.25
TXN_001303,2026-03-03 18:38:48.038996,Smart Watch,Wearables,Europe,Website,CUST_0300,2,190.0,5.0,380.0,240,140.0
TXN_001304,2026-03-14 18:38:48.038996,USB-C Hub,Accessories,North America,Marketplace,CUST_0356,4,33.25,5.0,133.0,72,61.0
TXN_001305,2026-01-30 18:38:48.038996,Desk Lamp,Accessories,South America,Social Media,CUST_0094,4,40.0,0.0,160.0,80,80.0
TXN_001306,2025-12-15 18:38:48.038996,USB-C Hub,Accessories,North America,Mobile App,CUST_0011,4,35.0,0.0,140.0,72,68.0
TXN_001307,2025-12-02 18:38:48.038996,"Tablet 10""",Electronics,Asia Pacific,Marketplace,CUST_0014,1,350.0,0.0,350.0,200,150.0
TXN_001308,2025-12-24 18:38:48.038996,"Monitor 27""",Electronics,Europe,Social Media,CUST_0279,1,250.0,0.0,250.0,180,70.0
TXN_001309,2026-04-09 18:38:48.038996,Laptop Pro,Electronics,Europe,Mobile App,CUST_0346,2,1200.0,0.0,2400.0,1600,800.0
TXN_001310,2026-01-11 18:38:48.038996,Desk Lamp,Accessories,Europe,Mobile App,CUST_0111,3,40.0,0.0,120.0,60,60.0
TXN_001311,2025-12-24 18:38:48.038996,Wireless Mouse,Accessories,North America,Social Media,CUST_0215,1,25.0,0.0,25.0,12,13.0
TXN_001312,2025-11-05 18:38:48.038996,USB-C Hub,Accessories,Middle East,Website,CUST_0093,1,35.0,0.0,35.0,18,17.0
TXN_001313,2025-12-15 18:38:48.038996,Laptop Pro,Electronics,Europe,Marketplace,CUST_0215,4,1080.0,10.0,4320.0,3200,1120.0
TXN_001314,2025-10-26 18:38:48.038996,Desk Lamp,Accessories,North America,Website,CUST_0237,4,40.0,0.0,160.0,80,80.0
TXN_001315,2025-10-28 18:38:48.038996,Phone Case,Accessories,North America,Website,CUST_0052,4,14.25,5.0,57.0,20,37.0
TXN_001316,2025-10-30 18:38:48.038996,Desk Lamp,Accessories,North America,Website,CUST_0477,2,38.0,5.0,76.0,40,36.0
TXN_001317,2025-12-22 18:38:48.038996,Smart Watch,Wearables,North America,Social Media,CUST_0375,2,200.0,0.0,400.0,240,160.0
TXN_001318,2025-12-31 18:38:48.038996,Noise Cancelling Headphones,Audio,North America,Website,CUST_0496,1,150.0,0.0,150.0,80,70.0
TXN_001319,2026-03-20 18:38:48.038996,"Monitor 27""",Electronics,South America,Mobile App,CUST_0463,1,250.0,0.0,250.0,180,70.0
TXN_001320,2025-12-08 18:38:48.038996,Desk Lamp,Accessories,Asia Pacific,Website,CUST_0362,1,40.0,0.0,40.0,20,20.0
TXN_001321,2026-01-30 18:38:48.038996,Smart Watch,Wearables,Europe,Marketplace,CUST_0442,2,200.0,0.0,400.0,240,160.0
TXN_001322,2025-10-29 18:38:48.038996,Webcam HD,Electronics,North America,Website,CUST_0363,2,60.0,0.0,120.0,70,50.0
TXN_001323,2026-01-11 18:38:48.038996,Smart Watch,Wearables,Asia Pacific,Website,CUST_0288,2,190.0,5.0,380.0,240,140.0
TXN_001324,2025-12-09 18:38:48.038996,"Tablet 10""",Electronics,Middle East,Marketplace,CUST_0186,3,332.5,5.0,997.5,600,397.5
TXN_001325,2025-11-03 18:38:48.038996,USB-C Hub,Accessories,North America,Mobile App,CUST_0271,4,29.75,15.0,119.0,72,47.0
TXN_001326,2026-01-30 18:38:48.038996,"Monitor 27""",Electronics,Europe,Marketplace,CUST_0225,4,200.0,20.0,800.0,720,80.0
TXN_001327,2026-02-08 18:38:48.038996,Wireless Mouse,Accessories,North America,Marketplace,CUST_0107,2,25.0,0.0,50.0,24,26.0
TXN_001328,2025-12-25 18:38:48.038996,"Monitor 27""",Electronics,Asia Pacific,Website,CUST_0210,4,250.0,0.0,1000.0,720,280.0
TXN_001329,2026-04-10 18:38:48.038996,"Tablet 10""",Electronics,Europe,Mobile App,CUST_0187,2,315.0,10.0,630.0,400,230.0
TXN_001330,2026-01-09 18:38:48.038996,Power Bank,Electronics,South America,Mobile App,CUST_0219,2,30.0,0.0,60.0,30,30.0
TXN_001331,2025-11-08 18:38:48.038996,Desk Lamp,Accessories,Asia Pacific,Mobile App,CUST_0356,2,40.0,0.0,80.0,40,40.0
TXN_001332,2025-12-20 18:38:48.038996,Desk Lamp,Accessories,North America,Website,CUST_0196,2,40.0,0.0,80.0,40,40.0
TXN_001333,2025-12-19 18:38:48.038996,Wireless Mouse,Accessories,North America,Mobile App,CUST_0282,4,25.0,0.0,100.0,48,52.0
TXN_001334,2026-01-10 18:38:48.038996,Wireless Mouse,Accessories,Europe,Website,CUST_0359,3,25.0,0.0,75.0,36,39.0
TXN_001335,2025-11-23 18:38:48.038996,"Monitor 27""",Electronics,Asia Pacific,Social Media,CUST_0114,3,250.0,0.0,750.0,540,210.0
TXN_001336,2026-01-24 18:38:48.038996,Phone Case,Accessories,North America,Social Media,CUST_0339,2,15.0,0.0,30.0,10,20.0
TXN_001337,2025-11-13 18:38:48.038996,USB-C Hub,Accessories,Asia Pacific,Mobile App,CUST_0023,4,35.0,0.0,140.0,72,68.0
TXN_001338,2025-10-19 18:38:48.038996,Webcam HD,Electronics,Asia Pacific,Website,CUST_0325,1,60.0,0.0,60.0,35,25.0
TXN_001339,2025-12-23 18:38:48.038996,Power Bank,Electronics,Europe,Social Media,CUST_0013,3,30.0,0.0,90.0,45,45.0
TXN_001340,2026-01-11 18:38:48.038996,Webcam HD,Electronics,North America,Marketplace,CUST_0234,4,60.0,0.0,240.0,140,100.0
TXN_001341,2025-10-31 18:38:48.038996,Power Bank,Electronics,North America,Mobile App,CUST_0124,2,30.0,0.0,60.0,30,30.0
TXN_001342,2025-11-13 18:38:48.038996,Desk Lamp,Accessories,Europe,Mobile App,CUST_0439,2,38.0,5.0,76.0,40,36.0
TXN_001343,2026-03-05 18:38:48.038996,Wireless Mouse,Accessories,Asia Pacific,Social Media,CUST_0199,4,25.0,0.0,100.0,48,52.0
TXN_001344,2026-03-17 18:38:48.038996,"Monitor 27""",Electronics,North America,Mobile App,CUST_0447,3,250.0,0.0,750.0,540,210.0
TXN_001345,2026-02-10 18:38:48.038996,USB-C Hub,Accessories,South America,Social Media,CUST_0306,2,29.75,15.0,59.5,36,23.5
TXN_001346,2025-12-26 18:38:48.038996,Power Bank,Electronics,Europe,Website,CUST_0111,2,28.5,5.0,57.0,30,27.0
TXN_001347,2026-03-03 18:38:48.038996,"Tablet 10""",Electronics,North America,Website,CUST_0118,2,350.0,0.0,700.0,400,300.0
TXN_001348,2025-12-08 18:38:48.038996,Webcam HD,Electronics,North America,Website,CUST_0500,2,60.0,0.0,120.0,70,50.0
TXN_001349,2026-02-12 18:38:48.038996,"Monitor 27""",Electronics,North America,Website,CUST_0064,3,250.0,0.0,750.0,540,210.0
TXN_001350,2026-01-02 18:38:48.038996,"Monitor 27""",Electronics,North America,Marketplace,CUST_0239,1,250.0,0.0,250.0,180,70.0
TXN_001351,2026-03-16 18:38:48.038996,Power Bank,Electronics,South America,Mobile App,CUST_0297,2,25.5,15.0,51.0,30,21.0
TXN_001352,2025-11-30 18:38:48.038996,Smart Watch,Wearables,South America,Mobile App,CUST_0268,1,160.0,20.0,160.0,120,40.0
TXN_001353,2026-02-24 18:38:48.038996,"Tablet 10""",Electronics,North America,Mobile App,CUST_0490,2,297.5,15.0,595.0,400,195.0
TXN_001354,2026-03-09 18:38:48.038996,Desk Lamp,Accessories,North America,Social Media,CUST_0329,4,38.0,5.0,152.0,80,72.0
TXN_001355,2026-01-31 18:38:48.038996,USB-C Hub,Accessories,North America,Mobile App,CUST_0444,4,35.0,0.0,140.0,72,68.0
TXN_001356,2025-11-25 18:38:48.038996,"Tablet 10""",Electronics,Europe,Mobile App,CUST_0293,2,350.0,0.0,700.0,400,300.0
TXN_001357,2026-03-23 18:38:48.038996,Power Bank,Electronics,North America,Website,CUST_0125,4,30.0,0.0,120.0,60,60.0
TXN_001358,2026-01-15 18:38:48.038996,Wireless Mouse,Accessories,Europe,Social Media,CUST_0214,4,25.0,0.0,100.0,48,52.0
TXN_001359,2026-01-10 18:38:48.038996,Desk Lamp,Accessories,Asia Pacific,Website,CUST_0027,2,40.0,0.0,80.0,40,40.0
TXN_001360,2025-11-13 18:38:48.038996,Power Bank,Electronics,North America,Mobile App,CUST_0160,1,30.0,0.0,30.0,15,15.0
TXN_001361,2026-04-12 18:38:48.038996,"Monitor 27""",Electronics,North America,Website,CUST_0475,4,237.5,5.0,950.0,720,230.0
TXN_001362,2026-03-21 18:38:48.038996,Power Bank,Electronics,South America,Mobile App,CUST_0310,3,30.0,0.0,90.0,45,45.0
TXN_001363,2025-12-27 18:38:48.038996,Mechanical Keyboard,Accessories,Europe,Mobile App,CUST_0043,4,64.0,20.0,256.0,160,96.0
TXN_001364,2025-11-19 18:38:48.038996,Laptop Pro,Electronics,North America,Website,CUST_0469,2,1200.0,0.0,2400.0,1600,800.0
TXN_001365,2026-03-09 18:38:48.038996,Phone Case,Accessories,North America,Marketplace,CUST_0375,2,15.0,0.0,30.0,10,20.0
TXN_001366,2026-03-18 18:38:48.038996,Laptop Pro,Electronics,Asia Pacific,Mobile App,CUST_0322,1,1140.0,5.0,1140.0,800,340.0
TXN_001367,2026-01-06 18:38:48.038996,"Tablet 10""",Electronics,Europe,Website,CUST_0400,3,332.5,5.0,997.5,600,397.5
TXN_001368,2026-01-29 18:38:48.038996,Smart Watch,Wearables,North America,Mobile App,CUST_0313,1,200.0,0.0,200.0,120,80.0
TXN_001369,2026-03-20 18:38:48.038996,USB-C Hub,Accessories,North America,Mobile App,CUST_0467,1,35.0,0.0,35.0,18,17.0
TXN_001370,2026-01-07 18:38:48.038996,Wireless Mouse,Accessories,Asia Pacific,Mobile App,CUST_0242,3,25.0,0.0,75.0,36,39.0
TXN_001371,2026-01-01 18:38:48.038996,Power Bank,Electronics,North America,Mobile App,CUST_0384,3,30.0,0.0,90.0,45,45.0
TXN_001372,2026-02-16 18:38:48.038996,Desk Lamp,Accessories,Asia Pacific,Marketplace,CUST_0337,3,40.0,0.0,120.0,60,60.0
TXN_001373,2026-01-28 18:38:48.038996,Laptop Pro,Electronics,North America,Mobile App,CUST_0268,3,1200.0,0.0,3600.0,2400,1200.0
TXN_001374,2025-12-11 18:38:48.038996,USB-C Hub,Accessories,Europe,Website,CUST_0057,1,35.0,0.0,35.0,18,17.0
TXN_001375,2025-12-07 18:38:48.038996,Desk Lamp,Accessories,Europe,Website,CUST_0052,2,34.0,15.0,68.0,40,28.0
TXN_001376,2025-12-19 18:38:48.038996,Laptop Pro,Electronics,North America,Marketplace,CUST_0232,3,1140.0,5.0,3420.0,2400,1020.0
TXN_001377,2025-11-10 18:38:48.038996,"Monitor 27""",Electronics,North America,Mobile App,CUST_0079,1,237.5,5.0,237.5,180,57.5
TXN_001378,2025-12-26 18:38:48.038996,Phone Case,Accessories,Asia Pacific,Website,CUST_0291,4,15.0,0.0,60.0,20,40.0
TXN_001379,2025-12-11 18:38:48.038996,Desk Lamp,Accessories,Asia Pacific,Mobile App,CUST_0467,1,40.0,0.0,40.0,20,20.0
TXN_001380,2026-01-21 18:38:48.038996,Phone Case,Accessories,Asia Pacific,Mobile App,CUST_0498,3,12.0,20.0,36.0,15,21.0
TXN_001381,2026-04-07 18:38:48.038996,Mechanical Keyboard,Accessories,Asia Pacific,Marketplace,CUST_0452,1,72.0,10.0,72.0,40,32.0
TXN_001382,2025-11-08 18:38:48.038996,"Tablet 10""",Electronics,Europe,Mobile App,CUST_0267,1,350.0,0.0,350.0,200,150.0
TXN_001383,2025-12-12 18:38:48.038996,Mechanical Keyboard,Accessories,Europe,Website,CUST_0147,2,80.0,0.0,160.0,80,80.0
TXN_001384,2025-12-30 18:38:48.038996,Laptop Pro,Electronics,South America,Mobile App,CUST_0144,1,1200.0,0.0,1200.0,800,400.0
TXN_001385,2026-03-02 18:38:48.038996,Noise Cancelling Headphones,Audio,Asia Pacific,Mobile App,CUST_0161,1,150.0,0.0,150.0,80,70.0
TXN_001386,2026-03-21 18:38:48.038996,"Tablet 10""",Electronics,Europe,Mobile App,CUST_0052,2,350.0,0.0,700.0,400,300.0
TXN_001387,2025-11-23 18:38:48.038996,Mechanical Keyboard,Accessories,North America,Website,CUST_0433,4,80.0,0.0,320.0,160,160.0
TXN_001388,2026-01-30 18:38:48.038996,Laptop Pro,Electronics,South America,Marketplace,CUST_0120,3,1020.0,15.0,3060.0,2400,660.0
TXN_001389,2025-12-23 18:38:48.038996,Smart Watch,Wearables,South America,Mobile App,CUST_0151,2,200.0,0.0,400.0,240,160.0
TXN_001390,2026-01-17 18:38:48.038996,Smart Watch,Wearables,Europe,Mobile App,CUST_0113,4,160.0,20.0,640.0,480,160.0
TXN_001391,2026-04-11 18:38:48.038996,USB-C Hub,Accessories,Asia Pacific,Website,CUST_0197,2,35.0,0.0,70.0,36,34.0
TXN_001392,2025-11-08 18:38:48.038996,Laptop Pro,Electronics,Europe,Website,CUST_0474,1,960.0,20.0,960.0,800,160.0
TXN_001393,2025-11-02 18:38:48.038996,"Monitor 27""",Electronics,Europe,Social Media,CUST_0218,3,250.0,0.0,750.0,540,210.0
TXN_001394,2025-11-13 18:38:48.038996,USB-C Hub,Accessories,Europe,Marketplace,CUST_0329,3,35.0,0.0,105.0,54,51.0
TXN_001395,2026-02-27 18:38:48.038996,Phone Case,Accessories,Europe,Marketplace,CUST_0334,1,14.25,5.0,14.25,5,9.25
TXN_001396,2026-03-14 18:38:48.038996,"Tablet 10""",Electronics,Europe,Website,CUST_0127,1,350.0,0.0,350.0,200,150.0
TXN_001397,2025-11-29 18:38:48.038996,Webcam HD,Electronics,Europe,Marketplace,CUST_0085,3,60.0,0.0,180.0,105,75.0
TXN_001398,2025-12-24 18:38:48.038996,Phone Case,Accessories,Asia Pacific,Website,CUST_0481,2,13.5,10.0,27.0,10,17.0
TXN_001399,2025-11-02 18:38:48.038996,Phone Case,Accessories,Asia Pacific,Social Media,CUST_0017,4,15.0,0.0,60.0,20,40.0
TXN_001400,2026-01-15 18:38:48.038996,USB-C Hub,Accessories,Asia Pacific,Social Media,CUST_0154,4,33.25,5.0,133.0,72,61.0
TXN_001401,2025-10-21 18:38:48.038996,Laptop Pro,Electronics,Europe,Mobile App,CUST_0481,3,1200.0,0.0,3600.0,2400,1200.0
TXN_001402,2026-01-07 18:38:48.038996,Phone Case,Accessories,Asia Pacific,Website,CUST_0037,4,15.0,0.0,60.0,20,40.0
TXN_001403,2025-11-13 18:38:48.038996,Noise Cancelling Headphones,Audio,North America,Website,CUST_0328,4,150.0,0.0,600.0,320,280.0
TXN_001404,2026-01-07 18:38:48.038996,Wireless Mouse,Accessories,North America,Mobile App,CUST_0270,1,23.75,5.0,23.75,12,11.75
TXN_001405,2025-12-16 18:38:48.038996,USB-C Hub,Accessories,Europe,Marketplace,CUST_0336,3,33.25,5.0,99.75,54,45.75
